fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
botgarden_3-0-0 ns2:collectionobjects_common titleType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleType,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assigned-by-artist, collection, generic, popular, series, trade"
botgarden_3-0-0 ns2:collectionobjects_common titleTranslation,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslation,Object Identification Information,Title > Title translation,Title translation,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslation,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common titleTranslationLanguage,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslationLanguage,Object Identification Information,Title > Title translation,Title translation language,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslationLanguage,string,n,n,y,vocabulary: languages,""
botgarden_3-0-0 ns2:collectionobjects_common objectName,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectName,Object Identification Information,Object name,Object name,objectNameList > objectNameGroup,objectName,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectNameCurrency,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameCurrency,Object Identification Information,Object name,Object name currency,objectNameList > objectNameGroup,objectNameCurrency,string,n,n,y,option list: nameCurrencies,"archaic, current"
botgarden_3-0-0 ns2:collectionobjects_common objectNameLevel,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameLevel,Object Identification Information,Object name,Object name level,objectNameList > objectNameGroup,objectNameLevel,string,n,n,y,option list: nameLevels,"group, subgroup"
botgarden_3-0-0 ns2:collectionobjects_common objectNameSystem,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameSystem,Object Identification Information,Object name,Object name system,objectNameList > objectNameGroup,objectNameSystem,string,n,n,y,option list: nameSystems,"art-and-architecture-thesaurus, nomenclature"
botgarden_3-0-0 ns2:collectionobjects_common objectNameType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameType,Object Identification Information,Object name,Object name type,objectNameList > objectNameGroup,objectNameType,string,n,n,y,option list: nameTypes,"classified, denomination, simple, taxonomic, typological"
botgarden_3-0-0 ns2:collectionobjects_common objectNameLanguage,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameLanguage,Object Identification Information,Object name,Object name language,objectNameList > objectNameGroup,objectNameLanguage,string,n,n,y,vocabulary: languages,""
botgarden_3-0-0 ns2:collectionobjects_common objectNameNote,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameNote,Object Identification Information,Object name,Object name note,objectNameList > objectNameGroup,objectNameNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common measuredPart,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
botgarden_3-0-0 ns2:collectionobjects_common dimensionSummary,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common dimension,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, length, running-time, target, volume, weight, width"
botgarden_3-0-0 ns2:collectionobjects_common measuredBy,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredBy,Object Description Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
botgarden_3-0-0 ns2:collectionobjects_common measurementMethod,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
botgarden_3-0-0 ns2:collectionobjects_common value,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common measurementUnit,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, inches, kilograms, liters, meters, millimeters, minutes, ounces, pixels, pounds, square-feet, stories, tons"
botgarden_3-0-0 ns2:collectionobjects_common valueQualifier,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common valueDate,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionDateGroup,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionDateGroup,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionPerson,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPerson,Object Production Information,Production person,Production person,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPerson,string,n,n,y,authority: person/local,""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionPersonRole,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPersonRole,Object Production Information,Production person,Production person role,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPersonRole,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionOrganization,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganization,Object Production Information,Production organization,Production organization,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganization,string,n,n,y,authority: organization/local,""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionOrganizationRole,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganizationRole,Object Production Information,Production organization,Production organization role,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganizationRole,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common numberOfObjects,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberOfObjects,Object Identification Information,"",Number of objects,"",numberOfObjects,integer,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common responsibleDepartment,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.responsibleDepartment,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings"
botgarden_3-0-0 ns2:collectionobjects_common collection,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection"
botgarden_3-0-0 ns2:collectionobjects_common distinguishingFeatures,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.distinguishingFeatures,Object Identification Information,"",Distinguishing features,"",distinguishingFeatures,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common copyNumber,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.copyNumber,Object Description Information,"",Copy number,"",copyNumber,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common editionNumber,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.editionNumber,Object Description Information,"",Edition number,"",editionNumber,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common color,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.color,Object Description Information,"",Color,colors,color,string,n,y,n,"",""
botgarden_3-0-0 ns2:collectionobjects_common material,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.material,Object Description Information,Material,Material,materialGroupList > materialGroup,material,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common materialComponent,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialComponent,Object Description Information,Material,Material component,materialGroupList > materialGroup,materialComponent,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common materialComponentNote,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialComponentNote,Object Description Information,Material,Material component note,materialGroupList > materialGroup,materialComponentNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common materialName,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialName,Object Description Information,Material,Material name,materialGroupList > materialGroup,materialName,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common materialSource,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialSource,Object Description Information,Material,Material source,materialGroupList > materialGroup,materialSource,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common physicalDescription,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.physicalDescription,Object Description Information,"",Physical description,"",physicalDescription,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common technicalAttribute,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technicalAttribute,Object Description Information,Technical attribute,Technical attribute,technicalAttributeGroupList > technicalAttributeGroup,technicalAttribute,string,n,n,y,option list: technicalAttributes,"magnetic-tape-type, record-speed"
botgarden_3-0-0 ns2:collectionobjects_common technicalAttributeMeasurement,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technicalAttributeMeasurement,Object Description Information,Technical attribute,Technical attribute measurement,technicalAttributeGroupList > technicalAttributeGroup,technicalAttributeMeasurement,string,n,n,y,option list: technicalAttributeMeasurements,"78, metal"
botgarden_3-0-0 ns2:collectionobjects_common technicalAttributeMeasurementUnit,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technicalAttributeMeasurementUnit,Object Description Information,Technical attribute,Technical attribute measurement unit,technicalAttributeGroupList > technicalAttributeGroup,technicalAttributeMeasurementUnit,string,n,n,y,option list: technicalAttributeMeasurementUnits,rpm
botgarden_3-0-0 ns2:collectionobjects_common contentDescription,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentDescription,Object Description Information,Content,Content description,"",contentDescription,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentLanguage,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentLanguage,Object Description Information,Content,Content language,contentLanguages,contentLanguage,string,n,y,n,vocabulary: languages,""
botgarden_3-0-0 ns2:collectionobjects_common contentActivity,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentActivity,Object Description Information,Content,Content activity,contentActivities,contentActivity,string,n,y,n,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentConcept,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentConcept,Object Description Information,Content,Content concept,contentConcepts,contentConcept,string,n,y,n,authority: concept/associated,""
botgarden_3-0-0 ns2:collectionobjects_common contentDateGroup,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentDateGroup,Object Description Information,Content,Content date,"",contentDateGroup,structured date group,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentPosition,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPosition,Object Description Information,Content,Content position,contentPositions,contentPosition,string,n,y,n,option list: positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso"
botgarden_3-0-0 ns2:collectionobjects_common contentObject,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentObject,Object Description Information,Content > Content object,Content object name,contentObjectGroupList > contentObjectGroup,contentObject,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentObjectType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentObjectType,Object Description Information,Content > Content object,Content object type,contentObjectGroupList > contentObjectGroup,contentObjectType,string,n,n,y,option list: contentObjectTypes,"food, furniture"
botgarden_3-0-0 ns2:collectionobjects_common contentPeople,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPeople,Object Description Information,Content,Content people,contentPeoples,contentPeople,string,n,y,n,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentPerson,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPerson,Object Description Information,Content,Content person,contentPersons,contentPerson,string,n,y,n,authority: person/local; authority: person/ulan,""
botgarden_3-0-0 ns2:collectionobjects_common contentPlace,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPlace,Object Description Information,Content,Content place,contentPlaces,contentPlace,string,n,y,n,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentScript,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentScript,Object Description Information,Content,Content script,contentScripts,contentScript,string,n,y,n,option list: scripts,"carolingian-miniscule, gothic-script, palmer-method, roman-cursive, rustic-capitals, spencerian-method, square-capitals"
botgarden_3-0-0 ns2:collectionobjects_common contentOrganization,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOrganization,Object Description Information,Content,Content organization,contentOrganizations,contentOrganization,string,n,y,n,authority: organization/local; authority: organization/ulan,""
botgarden_3-0-0 ns2:collectionobjects_common contentEventName,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventName,Object Description Information,Content > Content event,Content event name,contentEventNameGroupList > contentEventNameGroup,contentEventName,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentEventNameType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventNameType,Object Description Information,Content > Content event,Content event type,contentEventNameGroupList > contentEventNameGroup,contentEventNameType,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentOther,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOther,Object Description Information,Content > Content other,Content other name,contentOtherGroupList > contentOtherGroup,contentOther,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentOtherType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOtherType,Object Description Information,Content > Content other,Content other type,contentOtherGroupList > contentOtherGroup,contentOtherType,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common contentNote,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentNote,Object Description Information,Content,Content note,"",contentNote,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:collectionobjects_common technique,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technique,Object Production Information,Production technique,Production technique,techniqueGroupList > techniqueGroup,technique,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common techniqueType,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.techniqueType,Object Production Information,Production technique,Production technique type,techniqueGroupList > techniqueGroup,techniqueType,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionPlace,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,Production place,Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionPlaceRole,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,Production place,Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,"",""
botgarden_3-0-0 ns2:collectionobjects_common objectProductionNote,botgarden_3-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionNote,Object Production Information,"",Production note,"",objectProductionNote,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:concepts_common termDisplayName,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termDisplayName,Concept Information,Term,Term display name,conceptTermGroupList > conceptTermGroup,termDisplayName,string,y,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termName,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termName,Concept Information,Term,Term name,conceptTermGroupList > conceptTermGroup,termName,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termQualifier,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termQualifier,Concept Information,Term,Term qualifier,conceptTermGroupList > conceptTermGroup,termQualifier,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termStatus,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termStatus,Concept Information,Term,Term status,conceptTermGroupList > conceptTermGroup,termStatus,string,n,n,y,option list: conceptTermStatuses,"accepted, provisional, rejected, under review"
botgarden_3-0-0 ns2:concepts_common termType,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termType,Concept Information,Term,Term type,conceptTermGroupList > conceptTermGroup,termType,string,n,n,y,option list: conceptTermTypes,"alternate descriptor, descriptor, used for term"
botgarden_3-0-0 ns2:concepts_common termFlag,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termFlag,Concept Information,Term,Term flag,conceptTermGroupList > conceptTermGroup,termFlag,string,n,n,y,vocabulary: concepttermflag,""
botgarden_3-0-0 ns2:concepts_common historicalStatus,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.historicalStatus,Concept Information,Term,Term historical status,conceptTermGroupList > conceptTermGroup,historicalStatus,string,n,n,y,option list: conceptHistoricalStatuses,"both, current, historical, unknown"
botgarden_3-0-0 ns2:concepts_common termLanguage,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termLanguage,Concept Information,Term,Term language,conceptTermGroupList > conceptTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
botgarden_3-0-0 ns2:concepts_common termPrefForLang,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termPrefForLang,Concept Information,Term,Term preferred for lang,conceptTermGroupList > conceptTermGroup,termPrefForLang,boolean,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termSource,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSource,Concept Information,Term > Source,Term source name,conceptTermGroupList > conceptTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
botgarden_3-0-0 ns2:concepts_common termSourceDetail,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceDetail,Concept Information,Term > Source,Term source detail,conceptTermGroupList > conceptTermGroup,termSourceDetail,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termSourceID,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceID,Concept Information,Term > Source,Term source ID,conceptTermGroupList > conceptTermGroup,termSourceID,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common termSourceNote,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceNote,Concept Information,Term > Source,Term source note,conceptTermGroupList > conceptTermGroup,termSourceNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common conceptRecordType,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.conceptRecordType,Concept Information,"",Concept type,conceptRecordTypes,conceptRecordType,string,n,y,n,vocabulary: concepttype,""
botgarden_3-0-0 ns2:concepts_common scopeNote,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNote,Concept Information,Scope note,Scope note,"",scopeNote,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:concepts_common scopeNoteSource,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSource,Concept Information,Scope note,Scope note source,"",scopeNoteSource,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:concepts_common scopeNoteSourceDetail,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSourceDetail,Concept Information,Scope note,Scope note source detail,"",scopeNoteSourceDetail,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:concepts_common citationSource,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSource,Concept Information,Citation,Citation source,citationGroupList > citationGroup,citationSource,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common citationSourceDetail,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSourceDetail,Concept Information,Citation,Citation source detail,citationGroupList > citationGroup,citationSourceDetail,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common additionalSource,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSource,Concept Information,Additional source,Additional source,additionalSourceGroupList > additionalSourceGroup,additionalSource,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common additionalSourceDetail,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceDetail,Concept Information,Additional source,Additional source detail,additionalSourceGroupList > additionalSourceGroup,additionalSourceDetail,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common additionalSourceID,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceID,Concept Information,Additional source,Additional source ID,additionalSourceGroupList > additionalSourceGroup,additionalSourceID,string,n,n,y,"",""
botgarden_3-0-0 ns2:concepts_common additionalSourceNote,botgarden_3-0-0,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceNote,Concept Information,Additional source,Additional source note,additionalSourceGroupList > additionalSourceGroup,additionalSourceNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common conditionCheckRefNumber,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckRefNumber,Condition Check/Technical Assessment Information,"",Reference number,"",conditionCheckRefNumber,string,y,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common conditionCheckAssessmentDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckAssessmentDate,Condition Check/Technical Assessment Information,"",Check/assessment date,"",conditionCheckAssessmentDate,date,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common conditionCheckMethod,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckMethod,Condition Check/Technical Assessment Information,"",Method,"",conditionCheckMethod,string,n,n,n/a,option list: conditionCheckMethods,"observed, xrayed"
botgarden_3-0-0 ns2:conditionchecks_common conditionCheckReason,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckReason,Condition Check/Technical Assessment Information,"",Reason,"",conditionCheckReason,string,n,n,n/a,option list: conditionCheckReasons,"conservation, damagedintransit, exhibition, loanin, newacquisition"
botgarden_3-0-0 ns2:conditionchecks_common conditionChecker,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionChecker,Condition Check/Technical Assessment Information,"",Checker/assessor,"",conditionChecker,string,n,n,n/a,authority: person/local; authority: organization/local,""
botgarden_3-0-0 ns2:conditionchecks_common conditionCheckNote,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckNote,Condition Check/Technical Assessment Information,"",Note,"",conditionCheckNote,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common objectAuditCategory,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.objectAuditCategory,Object Condition Information,"",Object audit category,"",objectAuditCategory,string,n,n,n/a,option list: objectAuditCategories,"high, low, medium"
botgarden_3-0-0 ns2:conditionchecks_common conservationTreatmentPriority,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conservationTreatmentPriority,Object Condition Information,"",Conservation treatment priority,"",conservationTreatmentPriority,string,n,n,n/a,option list: conservationTreatmentPriorities,"high, low, medium"
